ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC413481,GO:0005576,probable chitinase 10,extracellular region,cellular_component
LOC413481,GO:0008061,probable chitinase 10,chitin binding,molecular_function
LOC413481,GO:0005975,probable chitinase 10,carbohydrate metabolic process,biological_process
LOC413481,GO:0004553,probable chitinase 10,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function
LOC413481,GO:0008152,probable chitinase 10,metabolic process,biological_process
LOC413481,GO:0016787,probable chitinase 10,hydrolase activity,molecular_function
LOC413481,GO:0016798,probable chitinase 10,"hydrolase activity, acting on glycosyl bonds",molecular_function
LOC724603,GO:0005524,receptor-type guanylate cyclase Gyc76C-like,ATP binding,molecular_function
LOC724603,GO:0035556,receptor-type guanylate cyclase Gyc76C-like,intracellular signal transduction,biological_process
LOC724603,GO:0004672,receptor-type guanylate cyclase Gyc76C-like,protein kinase activity,molecular_function
LOC724603,GO:0009190,receptor-type guanylate cyclase Gyc76C-like,cyclic nucleotide biosynthetic process,biological_process
LOC724603,GO:0016849,receptor-type guanylate cyclase Gyc76C-like,phosphorus-oxygen lyase activity,molecular_function
LOC724603,GO:0006468,receptor-type guanylate cyclase Gyc76C-like,protein phosphorylation,biological_process
LOC724603,GO:0016020,receptor-type guanylate cyclase Gyc76C-like,membrane,cellular_component
LOC724603,GO:0016021,receptor-type guanylate cyclase Gyc76C-like,integral component of membrane,cellular_component
LOC724603,GO:0016829,receptor-type guanylate cyclase Gyc76C-like,lyase activity,molecular_function
LOC724603,GO:0004383,receptor-type guanylate cyclase Gyc76C-like,guanylate cyclase activity,molecular_function
LOC724603,GO:0006182,receptor-type guanylate cyclase Gyc76C-like,cGMP biosynthetic process,biological_process
LOC413668,GO:0006914,"run domain Beclin-1-interacting and cysteine-rich domain-containing protein, transcript variant X2",autophagy,biological_process
LOC413668,GO:0005764,"run domain Beclin-1-interacting and cysteine-rich domain-containing protein, transcript variant X2",lysosome,cellular_component
LOC413668,GO:0005768,"run domain Beclin-1-interacting and cysteine-rich domain-containing protein, transcript variant X2",endosome,cellular_component
LOC413138,GO:0005524,probable phospholipid-transporting ATPase IIA,ATP binding,molecular_function
LOC413138,GO:0016021,probable phospholipid-transporting ATPase IIA,integral component of membrane,cellular_component
LOC413138,GO:0000287,probable phospholipid-transporting ATPase IIA,magnesium ion binding,molecular_function
LOC413138,GO:0015914,probable phospholipid-transporting ATPase IIA,phospholipid transport,biological_process
LOC413138,GO:0140326,probable phospholipid-transporting ATPase IIA,ATPase-coupled intramembrane lipid transporter activity,molecular_function
LOC413138,GO:0005802,probable phospholipid-transporting ATPase IIA,trans-Golgi network,cellular_component
LOC413138,GO:0000166,probable phospholipid-transporting ATPase IIA,nucleotide binding,molecular_function
LOC413138,GO:0016020,probable phospholipid-transporting ATPase IIA,membrane,cellular_component
LOC413138,GO:0034204,probable phospholipid-transporting ATPase IIA,lipid translocation,biological_process
LOC551980,GO:0005525,"ras-related GTP-binding protein D, transcript variant X2",GTP binding,molecular_function
LOC551980,GO:0000166,"ras-related GTP-binding protein D, transcript variant X2",nucleotide binding,molecular_function
LOC727284,GO:0005634,"transcription factor Sox-10, transcript variant X2",nucleus,cellular_component
LOC727284,GO:0003677,"transcription factor Sox-10, transcript variant X2",DNA binding,molecular_function
LOC726488,GO:0004843,ubiquitin carboxyl-terminal hydrolase 10,thiol-dependent ubiquitin-specific protease activity,molecular_function
LOC726488,GO:0006511,ubiquitin carboxyl-terminal hydrolase 10,ubiquitin-dependent protein catabolic process,biological_process
LOC726488,GO:0016579,ubiquitin carboxyl-terminal hydrolase 10,protein deubiquitination,biological_process
LOC726488,GO:0018215,ubiquitin carboxyl-terminal hydrolase 10,protein phosphopantetheinylation,biological_process
LOC551100,GO:0005737,"endophilin-B1, transcript variant X1",cytoplasm,cellular_component
LOC551100,GO:0005515,"endophilin-B1, transcript variant X1",protein binding,molecular_function
LOC552469,GO:0005524,"cyclin-dependent kinase 20, transcript variant X2",ATP binding,molecular_function
LOC552469,GO:0004672,"cyclin-dependent kinase 20, transcript variant X2",protein kinase activity,molecular_function
LOC552469,GO:0006468,"cyclin-dependent kinase 20, transcript variant X2",protein phosphorylation,biological_process
GeneID_100577902,GO:0016021,odorant receptor 11,integral component of membrane,cellular_component
GeneID_100577902,GO:0005549,odorant receptor 11,odorant binding,molecular_function
GeneID_100577902,GO:0007165,odorant receptor 11,signal transduction,biological_process
GeneID_100577902,GO:0005886,odorant receptor 11,plasma membrane,cellular_component
GeneID_100577902,GO:0004984,odorant receptor 11,olfactory receptor activity,molecular_function
GeneID_100577902,GO:0016020,odorant receptor 11,membrane,cellular_component
GeneID_100577902,GO:0007608,odorant receptor 11,sensory perception of smell,biological_process
GeneID_100577902,GO:0050896,odorant receptor 11,response to stimulus,biological_process
GeneID_100577902,GO:0050911,odorant receptor 11,detection of chemical stimulus involved in sensory perception of smell,biological_process
LOC411903,GO:0016020,"dyslexia-associated protein KIAA0319, transcript variant X3",membrane,cellular_component
LOC411903,GO:0016021,"dyslexia-associated protein KIAA0319, transcript variant X3",integral component of membrane,cellular_component
LOC724687,GO:0023052,"disks large-associated protein 5, transcript variant X1",signaling,biological_process
LOC552510,GO:0008168,"U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase, transcript variant X1",methyltransferase activity,molecular_function
LOC552510,GO:0032259,"U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase, transcript variant X1",methylation,biological_process
LOC552510,GO:0016740,"U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase, transcript variant X1",transferase activity,molecular_function
LOC100578522,GO:0005777,"peroxisomal biogenesis factor 19, transcript variant X2",peroxisome,cellular_component
LOC412601,GO:0006355,"mothers against decapentaplegic homolog 3, transcript variant X4","regulation of transcription, DNA-templated",biological_process
LOC412601,GO:0003700,"mothers against decapentaplegic homolog 3, transcript variant X4",DNA-binding transcription factor activity,molecular_function
LOC412601,GO:0005667,"mothers against decapentaplegic homolog 3, transcript variant X4",transcription regulator complex,cellular_component
LOC412601,GO:0007179,"mothers against decapentaplegic homolog 3, transcript variant X4",transforming growth factor beta receptor signaling pathway,biological_process
LOC412601,GO:0005515,"mothers against decapentaplegic homolog 3, transcript variant X4",protein binding,molecular_function
LOC412601,GO:0005634,"mothers against decapentaplegic homolog 3, transcript variant X4",nucleus,cellular_component
LOC412601,GO:0046872,"mothers against decapentaplegic homolog 3, transcript variant X4",metal ion binding,molecular_function
LOC412601,GO:0003677,"mothers against decapentaplegic homolog 3, transcript variant X4",DNA binding,molecular_function
LOC412601,GO:0005737,"mothers against decapentaplegic homolog 3, transcript variant X4",cytoplasm,cellular_component
LOC552795,GO:0016020,"cholinephosphotransferase 1, transcript variant X1",membrane,cellular_component
LOC552795,GO:0008654,"cholinephosphotransferase 1, transcript variant X1",phospholipid biosynthetic process,biological_process
LOC552795,GO:0016780,"cholinephosphotransferase 1, transcript variant X1","phosphotransferase activity, for other substituted phosphate groups",molecular_function
LOC552795,GO:0016021,"cholinephosphotransferase 1, transcript variant X1",integral component of membrane,cellular_component
LOC552795,GO:0016740,"cholinephosphotransferase 1, transcript variant X1",transferase activity,molecular_function
GeneID_406143,GO:0005576,defensin 1,extracellular region,cellular_component
GeneID_406143,GO:0042742,defensin 1,defense response to bacterium,biological_process
GeneID_406143,GO:0045087,defensin 1,innate immune response,biological_process
GeneID_406143,GO:0006952,defensin 1,defense response,biological_process
GeneID_406143,GO:0002376,defensin 1,immune system process,biological_process
LOC413527,GO:0016021,neuromedin-U receptor 1-like,integral component of membrane,cellular_component
LOC413527,GO:0004930,neuromedin-U receptor 1-like,G protein-coupled receptor activity,molecular_function
LOC413527,GO:0008528,neuromedin-U receptor 1-like,G protein-coupled peptide receptor activity,molecular_function
LOC413527,GO:0007186,neuromedin-U receptor 1-like,G protein-coupled receptor signaling pathway,biological_process
LOC413527,GO:0016020,neuromedin-U receptor 1-like,membrane,cellular_component
LOC552517,GO:0005840,60S ribosomal protein L13,ribosome,cellular_component
LOC552517,GO:0003735,60S ribosomal protein L13,structural constituent of ribosome,molecular_function
LOC552517,GO:0006412,60S ribosomal protein L13,translation,biological_process
LOC409301,GO:0005737,"protein mothers against dpp, transcript variant X2",cytoplasm,cellular_component
LOC409301,GO:0005634,"protein mothers against dpp, transcript variant X2",nucleus,cellular_component
LOC409301,GO:0003677,"protein mothers against dpp, transcript variant X2",DNA binding,molecular_function
LOC409301,GO:0006355,"protein mothers against dpp, transcript variant X2","regulation of transcription, DNA-templated",biological_process
LOC409301,GO:0003700,"protein mothers against dpp, transcript variant X2",DNA-binding transcription factor activity,molecular_function
LOC409301,GO:0005667,"protein mothers against dpp, transcript variant X2",transcription regulator complex,cellular_component
LOC409301,GO:0007179,"protein mothers against dpp, transcript variant X2",transforming growth factor beta receptor signaling pathway,biological_process
LOC409301,GO:0005515,"protein mothers against dpp, transcript variant X2",protein binding,molecular_function
LOC409301,GO:0046872,"protein mothers against dpp, transcript variant X2",metal ion binding,molecular_function
LOC725074,GO:0042742,omega-conotoxin-like protein 1,defense response to bacterium,biological_process
LOC725074,GO:0090729,omega-conotoxin-like protein 1,toxin activity,molecular_function
LOC725074,GO:0035821,omega-conotoxin-like protein 1,modulation of process of other organism,biological_process
LOC413596,GO:0005524,"receptor-type guanylate cyclase gcy-4, transcript variant X3",ATP binding,molecular_function
LOC413596,GO:0004672,"receptor-type guanylate cyclase gcy-4, transcript variant X3",protein kinase activity,molecular_function
LOC413596,GO:0004713,"receptor-type guanylate cyclase gcy-4, transcript variant X3",protein tyrosine kinase activity,molecular_function
LOC413596,GO:0006468,"receptor-type guanylate cyclase gcy-4, transcript variant X3",protein phosphorylation,biological_process
LOC413596,GO:0016020,"receptor-type guanylate cyclase gcy-4, transcript variant X3",membrane,cellular_component
LOC413596,GO:0016021,"receptor-type guanylate cyclase gcy-4, transcript variant X3",integral component of membrane,cellular_component
LOC413596,GO:0016301,"receptor-type guanylate cyclase gcy-4, transcript variant X3",kinase activity,molecular_function
LOC413596,GO:0016310,"receptor-type guanylate cyclase gcy-4, transcript variant X3",phosphorylation,biological_process
LOC413596,GO:0016829,"receptor-type guanylate cyclase gcy-4, transcript variant X3",lyase activity,molecular_function
LOC413596,GO:0018108,"receptor-type guanylate cyclase gcy-4, transcript variant X3",peptidyl-tyrosine phosphorylation,biological_process
LOC413596,GO:0004383,"receptor-type guanylate cyclase gcy-4, transcript variant X3",guanylate cyclase activity,molecular_function
LOC413596,GO:0006182,"receptor-type guanylate cyclase gcy-4, transcript variant X3",cGMP biosynthetic process,biological_process
LOC100576186,GO:0003824,"alanine--glyoxylate aminotransferase 2, mitochondrial",catalytic activity,molecular_function
LOC100576186,GO:0008270,"alanine--glyoxylate aminotransferase 2, mitochondrial",zinc ion binding,molecular_function
LOC100576186,GO:0008483,"alanine--glyoxylate aminotransferase 2, mitochondrial",transaminase activity,molecular_function
LOC100576186,GO:0030170,"alanine--glyoxylate aminotransferase 2, mitochondrial",pyridoxal phosphate binding,molecular_function
LOC724762,GO:0005525,ras-related protein Rab-28,GTP binding,molecular_function
LOC724762,GO:0003924,ras-related protein Rab-28,GTPase activity,molecular_function
LOC724762,GO:0007165,ras-related protein Rab-28,signal transduction,biological_process
LOC724762,GO:0016020,ras-related protein Rab-28,membrane,cellular_component
LOC724762,GO:0000166,ras-related protein Rab-28,nucleotide binding,molecular_function
LOC724393,GO:0016020,uncharacterized LOC724393,membrane,cellular_component
LOC724393,GO:0016021,uncharacterized LOC724393,integral component of membrane,cellular_component
LOC410001,GO:0016020,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",membrane,cellular_component
LOC410001,GO:0017137,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",Rab GTPase binding,molecular_function
LOC410001,GO:0006887,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",exocytosis,biological_process
LOC410001,GO:0005515,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",protein binding,molecular_function
LOC410001,GO:0006886,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",intracellular protein transport,biological_process
LOC410001,GO:0046872,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",metal ion binding,molecular_function
LOC410001,GO:0030054,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",cell junction,cellular_component
LOC410001,GO:0045202,"regulating synaptic membrane exocytosis protein 2, transcript variant X19",synapse,cellular_component
GeneID_411635,GO:0020037,soluble guanylyl cyclase beta-3,heme binding,molecular_function
GeneID_411635,GO:0035556,soluble guanylyl cyclase beta-3,intracellular signal transduction,biological_process
GeneID_411635,GO:0009190,soluble guanylyl cyclase beta-3,cyclic nucleotide biosynthetic process,biological_process
GeneID_411635,GO:0000166,soluble guanylyl cyclase beta-3,nucleotide binding,molecular_function
GeneID_411635,GO:0004383,soluble guanylyl cyclase beta-3,guanylate cyclase activity,molecular_function
GeneID_411635,GO:0006182,soluble guanylyl cyclase beta-3,cGMP biosynthetic process,biological_process
GeneID_411635,GO:0005737,soluble guanylyl cyclase beta-3,cytoplasm,cellular_component
GeneID_411635,GO:0016829,soluble guanylyl cyclase beta-3,lyase activity,molecular_function
GeneID_411635,GO:0005525,soluble guanylyl cyclase beta-3,GTP binding,molecular_function
GeneID_411635,GO:0016849,soluble guanylyl cyclase beta-3,phosphorus-oxygen lyase activity,molecular_function
GeneID_411635,GO:0016020,soluble guanylyl cyclase beta-3,membrane,cellular_component
GeneID_411635,GO:0016021,soluble guanylyl cyclase beta-3,integral component of membrane,cellular_component
LOC414036,GO:0005515,"ankyrin repeat domain-containing protein 39, transcript variant X2",protein binding,molecular_function
LOC100577525,GO:0005515,synergin gamma,protein binding,molecular_function
LOC552550,GO:0046872,brain tumor protein-like,metal ion binding,molecular_function
LOC552550,GO:0008270,brain tumor protein-like,zinc ion binding,molecular_function
LOC552550,GO:0005515,brain tumor protein-like,protein binding,molecular_function
LOC100576740,GO:0016020,uncharacterized LOC100576740,membrane,cellular_component
LOC100576740,GO:0016021,uncharacterized LOC100576740,integral component of membrane,cellular_component
LOC410517,GO:0005794,extracellular serine/threonine protein CG31145,Golgi apparatus,cellular_component
LOC726547,GO:0005515,"protein abrupt, transcript variant X8",protein binding,molecular_function
LOC551830,GO:0005096,"ral GTPase-activating protein subunit alpha-1, transcript variant X5",GTPase activator activity,molecular_function
LOC551830,GO:0005634,"ral GTPase-activating protein subunit alpha-1, transcript variant X5",nucleus,cellular_component
LOC551830,GO:0051056,"ral GTPase-activating protein subunit alpha-1, transcript variant X5",regulation of small GTPase mediated signal transduction,biological_process
LOC551830,GO:0043547,"ral GTPase-activating protein subunit alpha-1, transcript variant X5",positive regulation of GTPase activity,biological_process
LOC408552,GO:0005581,collagen alpha-1(IV) chain,collagen trimer,cellular_component
LOC408552,GO:0005201,collagen alpha-1(IV) chain,extracellular matrix structural constituent,molecular_function
LOC408552,GO:0016020,collagen alpha-1(IV) chain,membrane,cellular_component
LOC408552,GO:0005604,collagen alpha-1(IV) chain,basement membrane,cellular_component
LOC413370,GO:0016021,hemicentin-2,integral component of membrane,cellular_component
LOC413370,GO:0016020,hemicentin-2,membrane,cellular_component
LOC411732,GO:0016021,trimeric intracellular cation channel type 1B.1,integral component of membrane,cellular_component
LOC411732,GO:0016020,trimeric intracellular cation channel type 1B.1,membrane,cellular_component
LOC411732,GO:0005261,trimeric intracellular cation channel type 1B.1,cation channel activity,molecular_function
LOC411732,GO:0015672,trimeric intracellular cation channel type 1B.1,monovalent inorganic cation transport,biological_process
LOC411732,GO:0006811,trimeric intracellular cation channel type 1B.1,ion transport,biological_process
LOC411732,GO:0034220,trimeric intracellular cation channel type 1B.1,ion transmembrane transport,biological_process
LOC411732,GO:0098655,trimeric intracellular cation channel type 1B.1,cation transmembrane transport,biological_process
LOC412118,GO:0016021,dnaJ homolog subfamily C member 16,integral component of membrane,cellular_component
LOC412118,GO:0016020,dnaJ homolog subfamily C member 16,membrane,cellular_component
LOC409774,GO:0005509,proteoglycan Cow,calcium ion binding,molecular_function
LOC409774,GO:0005515,proteoglycan Cow,protein binding,molecular_function
LOC409774,GO:0005576,proteoglycan Cow,extracellular region,cellular_component
LOC552001,GO:0016021,UDP-galactose translocator,integral component of membrane,cellular_component
LOC552001,GO:0000139,UDP-galactose translocator,Golgi membrane,cellular_component
LOC552001,GO:0015165,UDP-galactose translocator,pyrimidine nucleotide-sugar transmembrane transporter activity,molecular_function
LOC552001,GO:0090481,UDP-galactose translocator,pyrimidine nucleotide-sugar transmembrane transport,biological_process
LOC552001,GO:0016020,UDP-galactose translocator,membrane,cellular_component
LOC552001,GO:0008643,UDP-galactose translocator,carbohydrate transport,biological_process
LOC724727,GO:0003677,"homeobox protein PKNOX2, transcript variant X3",DNA binding,molecular_function
LOC724727,GO:0006355,"homeobox protein PKNOX2, transcript variant X3","regulation of transcription, DNA-templated",biological_process
LOC724727,GO:0005634,"homeobox protein PKNOX2, transcript variant X3",nucleus,cellular_component
GeneID_551691,GO:0005524,calcium/calmodulin-dependent protein kinase II,ATP binding,molecular_function
GeneID_551691,GO:0005516,calcium/calmodulin-dependent protein kinase II,calmodulin binding,molecular_function
GeneID_551691,GO:0004672,calcium/calmodulin-dependent protein kinase II,protein kinase activity,molecular_function
GeneID_551691,GO:0006468,calcium/calmodulin-dependent protein kinase II,protein phosphorylation,biological_process
GeneID_551691,GO:0004683,calcium/calmodulin-dependent protein kinase II,calmodulin-dependent protein kinase activity,molecular_function
GeneID_551691,GO:0000166,calcium/calmodulin-dependent protein kinase II,nucleotide binding,molecular_function
GeneID_551691,GO:0016301,calcium/calmodulin-dependent protein kinase II,kinase activity,molecular_function
GeneID_551691,GO:0016310,calcium/calmodulin-dependent protein kinase II,phosphorylation,biological_process
LOC409831,GO:0004298,proteasome subunit beta type-6,threonine-type endopeptidase activity,molecular_function
LOC409831,GO:0005839,proteasome subunit beta type-6,proteasome core complex,cellular_component
LOC409831,GO:0051603,proteasome subunit beta type-6,proteolysis involved in cellular protein catabolic process,biological_process
LOC113219318,GO:0003676,exosome component 10,nucleic acid binding,molecular_function
LOC113219318,GO:0006396,exosome component 10,RNA processing,biological_process
LOC113219318,GO:0006139,exosome component 10,nucleobase-containing compound metabolic process,biological_process
LOC113219318,GO:0000166,exosome component 10,nucleotide binding,molecular_function
LOC113219318,GO:0044237,exosome component 10,cellular metabolic process,biological_process
LOC113219318,GO:0008408,exosome component 10,3'-5' exonuclease activity,molecular_function
LOC113219318,GO:0090305,exosome component 10,nucleic acid phosphodiester bond hydrolysis,biological_process
LOC113219318,GO:0000176,exosome component 10,nuclear exosome (RNase complex),cellular_component
LOC551952,GO:0016787,putative N-acetylglucosamine-6-phosphate deacetylase,hydrolase activity,molecular_function
LOC551952,GO:0006044,putative N-acetylglucosamine-6-phosphate deacetylase,N-acetylglucosamine metabolic process,biological_process
LOC551952,GO:0016810,putative N-acetylglucosamine-6-phosphate deacetylase,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function
LOC551952,GO:0046872,putative N-acetylglucosamine-6-phosphate deacetylase,metal ion binding,molecular_function
LOC551952,GO:0005975,putative N-acetylglucosamine-6-phosphate deacetylase,carbohydrate metabolic process,biological_process
LOC551952,GO:0008448,putative N-acetylglucosamine-6-phosphate deacetylase,N-acetylglucosamine-6-phosphate deacetylase activity,molecular_function
LOC551952,GO:0047419,putative N-acetylglucosamine-6-phosphate deacetylase,N-acetylgalactosamine-6-phosphate deacetylase activity,molecular_function
LOC410042,GO:0051287,glyoxylate reductase/hydroxypyruvate reductase,NAD binding,molecular_function
LOC410042,GO:0055114,glyoxylate reductase/hydroxypyruvate reductase,oxidation-reduction process,biological_process
LOC410042,GO:0016616,glyoxylate reductase/hydroxypyruvate reductase,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function
LOC410042,GO:0016491,glyoxylate reductase/hydroxypyruvate reductase,oxidoreductase activity,molecular_function
LOC412410,GO:0006396,"U3 small nucleolar RNA-associated protein 6 homolog, transcript variant X3",RNA processing,biological_process
LOC412410,GO:0000462,"U3 small nucleolar RNA-associated protein 6 homolog, transcript variant X3","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process
LOC412410,GO:0030515,"U3 small nucleolar RNA-associated protein 6 homolog, transcript variant X3",snoRNA binding,molecular_function
LOC412410,GO:0005515,"U3 small nucleolar RNA-associated protein 6 homolog, transcript variant X3",protein binding,molecular_function
LOC727157,GO:0042302,"pro-resilin, transcript variant X2",structural constituent of cuticle,molecular_function
LOC551619,GO:0016021,transmembrane protein 8B,integral component of membrane,cellular_component
LOC551619,GO:0016020,transmembrane protein 8B,membrane,cellular_component
LOC551619,GO:0005886,transmembrane protein 8B,plasma membrane,cellular_component
LOC724413,GO:0006364,uncharacterized LOC724413,rRNA processing,biological_process
LOC410375,GO:0016021,"uncharacterized LOC410375, transcript variant X3",integral component of membrane,cellular_component
LOC410375,GO:0016757,"uncharacterized LOC410375, transcript variant X3","transferase activity, transferring glycosyl groups",molecular_function
LOC410375,GO:0016020,"uncharacterized LOC410375, transcript variant X3",membrane,cellular_component
LOC410375,GO:0016740,"uncharacterized LOC410375, transcript variant X3",transferase activity,molecular_function
LOC726522,GO:0016773,ketohexokinase,"phosphotransferase activity, alcohol group as acceptor",molecular_function
LOC726522,GO:0006000,ketohexokinase,fructose metabolic process,biological_process
LOC726522,GO:0016301,ketohexokinase,kinase activity,molecular_function
LOC726522,GO:0016740,ketohexokinase,transferase activity,molecular_function
LOC726522,GO:0016310,ketohexokinase,phosphorylation,biological_process
LOC726522,GO:0046835,ketohexokinase,carbohydrate phosphorylation,biological_process
LOC726522,GO:0004454,ketohexokinase,ketohexokinase activity,molecular_function
GeneID_406127,GO:0016021,ultraviolet-sensitive opsin,integral component of membrane,cellular_component
GeneID_406127,GO:0004930,ultraviolet-sensitive opsin,G protein-coupled receptor activity,molecular_function
GeneID_406127,GO:0007601,ultraviolet-sensitive opsin,visual perception,biological_process
GeneID_406127,GO:0009881,ultraviolet-sensitive opsin,photoreceptor activity,molecular_function
GeneID_406127,GO:0018298,ultraviolet-sensitive opsin,protein-chromophore linkage,biological_process
GeneID_406127,GO:0007602,ultraviolet-sensitive opsin,phototransduction,biological_process
GeneID_406127,GO:0007186,ultraviolet-sensitive opsin,G protein-coupled receptor signaling pathway,biological_process
GeneID_406127,GO:0016020,ultraviolet-sensitive opsin,membrane,cellular_component
GeneID_406127,GO:0007165,ultraviolet-sensitive opsin,signal transduction,biological_process
GeneID_406127,GO:0050896,ultraviolet-sensitive opsin,response to stimulus,biological_process
LOC412172,GO:0035556,"SHC-transforming protein 1, transcript variant X5",intracellular signal transduction,biological_process
LOC412172,GO:0008284,"SHC-transforming protein 1, transcript variant X5",positive regulation of cell population proliferation,biological_process
LOC412172,GO:0030971,"SHC-transforming protein 1, transcript variant X5",receptor tyrosine kinase binding,molecular_function
LOC412172,GO:0048863,"SHC-transforming protein 1, transcript variant X5",stem cell differentiation,biological_process
LOC412172,GO:0005515,"SHC-transforming protein 1, transcript variant X5",protein binding,molecular_function
LOC413878,GO:0005524,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",ATP binding,molecular_function
LOC413878,GO:0006412,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",translation,biological_process
LOC413878,GO:0005739,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",mitochondrion,cellular_component
LOC413878,GO:0016787,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",hydrolase activity,molecular_function
LOC413878,GO:0032543,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",mitochondrial translation,biological_process
LOC413878,GO:0030956,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",glutamyl-tRNA(Gln) amidotransferase complex,cellular_component
LOC413878,GO:0050567,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,molecular_function
LOC413878,GO:0070681,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",glutaminyl-tRNAGln biosynthesis via transamidation,biological_process
LOC413878,GO:0000166,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",nucleotide binding,molecular_function
LOC413878,GO:0016874,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",ligase activity,molecular_function
LOC413878,GO:0016884,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial","carbon-nitrogen ligase activity, with glutamine as amido-N-donor",molecular_function
LOC409675,GO:0005515,"polyubiquitin-A, transcript variant X1",protein binding,molecular_function
LOC413297,GO:0016021,"transmembrane protein 185A, transcript variant X1",integral component of membrane,cellular_component
LOC413297,GO:0016020,"transmembrane protein 185A, transcript variant X1",membrane,cellular_component
LOC726447,GO:0005634,histone H2B,nucleus,cellular_component
LOC726447,GO:0003677,histone H2B,DNA binding,molecular_function
LOC726447,GO:0046982,histone H2B,protein heterodimerization activity,molecular_function
LOC726447,GO:0000786,histone H2B,nucleosome,cellular_component
LOC726447,GO:0005694,histone H2B,chromosome,cellular_component
LOC410793,GO:0006869,uncharacterized LOC410793,lipid transport,biological_process
LOC410793,GO:0005319,uncharacterized LOC410793,lipid transporter activity,molecular_function
LOC410793,GO:0045735,uncharacterized LOC410793,nutrient reservoir activity,molecular_function
LOC725051,GO:0005524,"multidrug resistance-associated protein 4, transcript variant X2",ATP binding,molecular_function
LOC725051,GO:0016021,"multidrug resistance-associated protein 4, transcript variant X2",integral component of membrane,cellular_component
LOC725051,GO:0055085,"multidrug resistance-associated protein 4, transcript variant X2",transmembrane transport,biological_process
LOC725051,GO:0016887,"multidrug resistance-associated protein 4, transcript variant X2",ATPase activity,molecular_function
LOC725051,GO:0042626,"multidrug resistance-associated protein 4, transcript variant X2",ATPase-coupled transmembrane transporter activity,molecular_function
LOC725051,GO:0016020,"multidrug resistance-associated protein 4, transcript variant X2",membrane,cellular_component
LOC725051,GO:0000166,"multidrug resistance-associated protein 4, transcript variant X2",nucleotide binding,molecular_function
LOC551454,GO:0016020,voltage-dependent calcium channel subunit alpha-2/delta-3,membrane,cellular_component
LOC551454,GO:0016021,voltage-dependent calcium channel subunit alpha-2/delta-3,integral component of membrane,cellular_component
LOC551454,GO:0006811,voltage-dependent calcium channel subunit alpha-2/delta-3,ion transport,biological_process
LOC551454,GO:0005244,voltage-dependent calcium channel subunit alpha-2/delta-3,voltage-gated ion channel activity,molecular_function
LOC551454,GO:0034765,voltage-dependent calcium channel subunit alpha-2/delta-3,regulation of ion transmembrane transport,biological_process
LOC551454,GO:0006816,voltage-dependent calcium channel subunit alpha-2/delta-3,calcium ion transport,biological_process
LOC551454,GO:0005262,voltage-dependent calcium channel subunit alpha-2/delta-3,calcium channel activity,molecular_function
LOC551454,GO:0070588,voltage-dependent calcium channel subunit alpha-2/delta-3,calcium ion transmembrane transport,biological_process
LOC410618,GO:0016021,"transmembrane protein 161B, transcript variant X1",integral component of membrane,cellular_component
LOC410618,GO:0016020,"transmembrane protein 161B, transcript variant X1",membrane,cellular_component
LOC727275,GO:0005634,proliferating cell nuclear antigen,nucleus,cellular_component
LOC727275,GO:0003677,proliferating cell nuclear antigen,DNA binding,molecular_function
LOC727275,GO:0006260,proliferating cell nuclear antigen,DNA replication,biological_process
LOC727275,GO:0006275,proliferating cell nuclear antigen,regulation of DNA replication,biological_process
LOC727275,GO:0030337,proliferating cell nuclear antigen,DNA polymerase processivity factor activity,molecular_function
LOC727275,GO:0050790,proliferating cell nuclear antigen,regulation of catalytic activity,biological_process
LOC413400,GO:0005634,double-strand break repair protein MRE11,nucleus,cellular_component
